[2025-03-11 15:02:22.372396] [171550] [debug] init_provider started
[2025-03-11 15:02:22.372537] [171550] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:02:22.372551] [171550] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:02:22.372561] [171550] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:02:22.372594] [171550] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:02:22.372617] [171550] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:02:22.372639] [171550] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:02:22.372660] [171550] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:02:22.372681] [171550] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:02:22.372702] [171550] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:02:22.372712] [171550] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:02:22.372726] [171550] [info] btf_num_candidates config value: 3
[2025-03-11 15:02:22.372760] [171550] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:02:22.372862] [171550] [info] cron monitor: initialized
[2025-03-11 15:02:22.372888] [171550] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:02:24.015095] [171550] [info] Set eBPF streaming fd 21 to CPU 1 controller's main fd
[2025-03-11 15:02:24.015100] [171550] [info] open_event_hooks: ebpf_fork_exit: 2 hooks
[2025-03-11 15:02:24.015107] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'sched_process_exit', creating a dummy fd
[2025-03-11 15:02:24.015127] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'sched_process_fork', creating a dummy fd
[2025-03-11 15:02:24.015131] [171550] [trace] Adding event of type 50039
[2025-03-11 15:02:24.015135] [171550] [trace] Adding event of type 50039
[2025-03-11 15:02:24.015148] [171550] [debug] Enabling perf file 33 for event ebpf_fork_exit
[2025-03-11 15:02:24.015171] [171550] [debug] Enabling perf file 35 for event ebpf_fork_exit
[2025-03-11 15:02:24.015184] [171550] [debug] Enabling perf file -1 for event ebpf_fork_exit
[2025-03-11 15:02:24.015186] [171550] [debug] Enabling perf file -1 for event ebpf_fork_exit
[2025-03-11 15:02:24.015192] [171550] [debug] Initializing event kernel_module_load
[2025-03-11 15:02:24.015197] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:24.015279] [171550] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:24.015284] [171550] [debug] init_ebpf_object: checking version 'core' for 'kernel_module_load' eBPF
[2025-03-11 15:02:24.016384] [171550] [debug] hook_ebpf: section name: tracepoint/module/module_load, tracefs hook name: module_load, ebpf_type: 50043, skip: false, event buffer type: perf
[2025-03-11 15:02:24.016432] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/kernel_module_load_kern.o, name: kernel_module_l, programs (1), maps (3). eBPF programs: [name: module_load_tp_prog, section name: tracepoint/module/module_load, insns: 50, prog_type: tracepoint, fd: 38], eBPF maps: [name: events_map, fd: 37, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 39, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 40, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:24.016438] [171550] [info] Skipping eBPF test for 'kernel_module_load_kern.o', 'ebpf_kernel_module_load'
[2025-03-11 15:02:24.016449] [171550] [debug] Initializing event ebpf_kernel_module_load
[2025-03-11 15:02:24.016458] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_kernel_module_load' type
[2025-03-11 15:02:24.016461] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_kernel_module_load
[2025-03-11 15:02:24.016474] [171550] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_kernel_module_load'
[2025-03-11 15:02:24.016482] [171550] [debug] adding sample handler for 50043
[2025-03-11 15:02:24.016488] [171550] [info] open_event_hooks: ebpf_kernel_module_load: 1 hooks
[2025-03-11 15:02:24.016512] [171550] [trace] raw id string: 366
[2025-03-11 15:02:24.016810] [171550] [debug] eBPF program fd 38 attached to perf fd 41
[2025-03-11 15:02:24.016823] [171550] [trace] Adding event of type 50043
[2025-03-11 15:02:24.016830] [171550] [trace] Added event fd 41 to main fd 20 (CPU 0)
[2025-03-11 15:02:24.016847] [171550] [info] open_event_hooks: ebpf_kernel_module_load: 1 hooks
[2025-03-11 15:02:24.016851] [171550] [debug] hook_ebpf: handling cpu id 1 for 'module_load', creating a dummy fd
[2025-03-11 15:02:24.016855] [171550] [trace] Adding event of type 50043
[2025-03-11 15:02:24.016872] [171550] [info] Skipping disabled 'mmap' event
[2025-03-11 15:02:24.016874] [171550] [info] Skipping disabled 'mprotect' event
[2025-03-11 15:02:24.016891] [171550] [debug] Setting ebpf mount exclusions to all_types
[2025-03-11 15:02:24.016981] [171550] [debug] Initializing event process_exec
[2025-03-11 15:02:24.016990] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:24.017055] [171550] [debug] available_versions: core
[2025-03-11 15:02:24.017070] [171550] [debug] init_ebpf_object: checking version 'core' for 'execv' eBPF
[2025-03-11 15:02:24.116317] [171550] [debug] Autoload disable, skipping eBPF program free_bprm_prog (kprobe/free_bprm)
[2025-03-11 15:02:24.116326] [171550] [debug] Autoload disable, skipping eBPF program sched_process_exec_tracepoint_prog (tracepoint/sched/sched_process_exec)
[2025-03-11 15:02:24.116351] [171550] [debug] hook_ebpf: section name: raw_tracepoint/sched_process_exec, tracefs hook name: sched_process_exec, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:02:24.118338] [171550] [debug] hook_ebpf: section name: kprobe/do_dup2, tracefs hook name: s1_50011_do_dup2_enter, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:02:24.118347] [171550] [debug] Autoload disable, skipping eBPF program stream_truncated_path_telemetry_kp_tail (kprobe/stream_truncated_path_telemetry_tail)
[2025-03-11 15:02:24.118355] [171550] [debug] hook_ebpf: section name: raw_tracepoint/stream_truncated_path_telemetry_tail, tracefs hook name: stream_truncated_path_telemetry_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:02:24.118359] [171550] [debug] Autoload disable, skipping eBPF program stream_execv_sample_kp_compat_tail (kprobe/stream_execv_sample_compat_tail)
[2025-03-11 15:02:24.118371] [171550] [debug] Autoload disable, skipping eBPF program stream_execv_sample_kp_tail (kprobe/stream_execv_sample_tail)
[2025-03-11 15:02:24.118374] [171550] [debug] Autoload disable, skipping eBPF program stream_execv_sample_raw_tp_compat_tail (raw_tracepoint/stream_execv_sample_compat_tail)
[2025-03-11 15:02:24.118378] [171550] [debug] hook_ebpf: section name: raw_tracepoint/stream_execv_sample_tail, tracefs hook name: stream_execv_sample_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:02:24.118380] [171550] [debug] Autoload disable, skipping eBPF program do_post_walk_path_goto_custom_step_kp_tail (kprobe/do_post_walk_path_goto_custom_step_tail)
[2025-03-11 15:02:24.118393] [171550] [debug] hook_ebpf: section name: raw_tracepoint/do_post_walk_path_goto_custom_step_tail, tracefs hook name: do_post_walk_path_goto_custom_step_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:02:24.118399] [171550] [debug] Autoload disable, skipping eBPF program do_walk_path_and_advance_kp_tail (kprobe/do_walk_path_and_advance_tail)
[2025-03-11 15:02:24.118402] [171550] [debug] hook_ebpf: section name: raw_tracepoint/do_walk_path_and_advance_tail, tracefs hook name: do_walk_path_and_advance_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:02:24.118462] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/execv_kern.o, name: execv_kern, programs (14), maps (13). eBPF programs: [name: free_bprm_prog, section name: kprobe/free_bprm, insns: 817, prog_type: kprobe, fd: not loaded] [name: sched_process_exec_tracepoint_prog, section name: tracepoint/sched/sched_process_exec, insns: 31, prog_type: tracepoint, fd: not loaded] [name: sched_process_exec_prog, section name: raw_tracepoint/sched_process_exec, insns: 789, prog_type: raw_tracepoint, fd: 56] [name: do_dup2_prog, section name: kprobe/do_dup2, insns: 106, prog_type: kprobe, fd: 57] [name: stream_truncated_path_telemetry_kp_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: not loaded] [name: stream_truncated_path_telemetry_raw_tp_tail, section name: raw_tracepoint/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: raw_tracepoint, fd: 58] [name: stream_execv_sample_kp_compat_tail, section name: kprobe/stream_execv_sample_compat_tail, insns: 97, prog_type: kprobe, fd: not loaded] [name: stream_execv_sample_kp_tail, section name: kprobe/stream_execv_sample_tail, insns: 716, prog_type: kprobe, fd: not loaded] [name: stream_execv_sample_raw_tp_compat_tail, section name: raw_tracepoint/stream_execv_sample_compat_tail, insns: 97, prog_type: raw_tracepoint, fd: not loaded] [name: stream_execv_sample_raw_tp_tail, section name: raw_tracepoint/stream_execv_sample_tail, insns: 716, prog_type: raw_tracepoint, fd: 59] [name: do_post_walk_path_goto_custom_step_kp_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 87, prog_type: kprobe, fd: not loaded] [name: do_post_walk_path_goto_custom_step_raw_tp_tail, section name: raw_tracepoint/do_post_walk_path_goto_custom_step_tail, insns: 87, prog_type: raw_tracepoint, fd: 60] [name: do_walk_path_and_advance_kp_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: not loaded] [name: do_walk_path_and_advance_raw_tp_tail, section name: raw_tracepoint/do_walk_path_and_advance_tail, insns: 1639, prog_type: raw_tracepoint, fd: 61], eBPF maps: [name: tgid_execv_triggered, fd: 43, type: lru_hash, max_entries: 100, key_size: 4, value_size: 1] [name: build_abs_path_args_map, fd: 44, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 45, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: config_map, fd: 46, type: array, max_entries: 10, key_size: 4, value_size: 4] [name: s1_pex, fd: 48, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 49, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: events_map, fd: 47, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_sample_storage, fd: 50, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8392] [name: tmp_dynamic_sample_storage, fd: 51, type: per_cpu, max_entries: 1, key_size: 4, value_size: 16392] [name: inode_to_io_info, fd: 52, type: lru_hash, max_entries: 8196, key_size: 8, value_size: 8] [name: reader_to_writer_pid, fd: 53, type: lru_hash, max_entries: 8196, key_size: 4, value_size: 4] [name: writer_to_reader_pid, fd: 54, type: lru_hash, max_entries: 8196, key_size: 4, value_size: 4] [name: tmp_arg_env_storage, fd: 55, type: per_cpu, max_entries: 1, key_size: 4, value_size: 48], eBPF links:
[2025-03-11 15:02:24.118476] [171550] [debug] Run eBPF test for 'execv_kern.o', 'ebpf_execv', test params: /opt/sentinelone/ebpfs/test_ebpf process_exec --object=/opt/sentinelone/ebpfs/core/execv_kern.o --missing-caps
[2025-03-11 15:02:24.126199] [171550] [debug] run_ebpf_test: pid 171573
[2025-03-11 15:02:24.126219] [171550] [debug] Excluding PID 171573
[2025-03-11 15:02:25.126576] [171550] [info] eBPF test for 'execv_kern.o', 'ebpf_execv' pass successfully
[2025-03-11 15:02:25.126644] [171550] [info] tail_calls pipeline: adding 'index: 3, fd: 58' entry
[2025-03-11 15:02:25.126656] [171550] [info] tail_calls pipeline: adding 'index: 2, fd: 59' entry
[2025-03-11 15:02:25.126659] [171550] [info] tail_calls pipeline: adding 'index: 1, fd: 60' entry
[2025-03-11 15:02:25.126663] [171550] [info] tail_calls pipeline: adding 'index: 0, fd: 61' entry
[2025-03-11 15:02:25.126813] [171550] [debug] Initializing event ebpf_execv
[2025-03-11 15:02:25.126816] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_execv' type
[2025-03-11 15:02:25.126819] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_execv
[2025-03-11 15:02:25.141371] [171550] [debug] Creating kprobe for 'do_dup2', using dynamic_pmu approach
[2025-03-11 15:02:25.141384] [171550] [info] perf_ebpf_object: initialized 6 hooks for type 'ebpf_execv'
[2025-03-11 15:02:25.141407] [171550] [debug] adding sample handler for 50011
[2025-03-11 15:02:25.141414] [171550] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:02:25.141421] [171550] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:02:25.141423] [171550] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:02:25.141425] [171550] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:02:25.141426] [171550] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:02:25.141430] [171550] [info] open_event_hooks: ebpf_execv: 6 hooks
[2025-03-11 15:02:25.141477] [171550] [debug] Could not attach raw tracepoint program do_walk_path_and_advance_tail at fd 61: No such file or directory
[2025-03-11 15:02:25.141503] [171550] [debug] eBPF program fd 61 attached to bpf raw tracepoint. dummy perf fd: 62
[2025-03-11 15:02:25.141515] [171550] [debug] Could not attach raw tracepoint program do_post_walk_path_goto_custom_step_tail at fd 60: No such file or directory
[2025-03-11 15:02:25.141521] [171550] [debug] eBPF program fd 60 attached to bpf raw tracepoint. dummy perf fd: 63
[2025-03-11 15:02:25.141531] [171550] [debug] Could not attach raw tracepoint program stream_execv_sample_tail at fd 59: No such file or directory
[2025-03-11 15:02:25.141540] [171550] [debug] eBPF program fd 59 attached to bpf raw tracepoint. dummy perf fd: 64
[2025-03-11 15:02:25.141552] [171550] [debug] Could not attach raw tracepoint program stream_truncated_path_telemetry_tail at fd 58: No such file or directory
[2025-03-11 15:02:25.141563] [171550] [debug] eBPF program fd 58 attached to bpf raw tracepoint. dummy perf fd: 65
[2025-03-11 15:02:25.143322] [171550] [debug] eBPF program fd 57 attached to perf fd 66
[2025-03-11 15:02:25.143506] [171550] [debug] eBPF program fd 56 attached to bpf raw tracepoint. dummy perf fd: 68
[2025-03-11 15:02:25.143514] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143537] [171550] [trace] Added event fd 62 to main fd 20 (CPU 0)
[2025-03-11 15:02:25.143544] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143552] [171550] [trace] Added event fd 63 to main fd 20 (CPU 0)
[2025-03-11 15:02:25.143555] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143559] [171550] [trace] Added event fd 64 to main fd 20 (CPU 0)
[2025-03-11 15:02:25.143564] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143568] [171550] [trace] Added event fd 65 to main fd 20 (CPU 0)
[2025-03-11 15:02:25.143572] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143576] [171550] [trace] Added event fd 66 to main fd 20 (CPU 0)
[2025-03-11 15:02:25.143580] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143590] [171550] [trace] Added event fd 68 to main fd 20 (CPU 0)
[2025-03-11 15:02:25.143596] [171550] [info] open_event_hooks: ebpf_execv: 6 hooks
[2025-03-11 15:02:25.143601] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'do_walk_path_and_advance_tail', creating a dummy fd
[2025-03-11 15:02:25.143605] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'do_post_walk_path_goto_custom_step_tail', creating a dummy fd
[2025-03-11 15:02:25.143607] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'stream_execv_sample_tail', creating a dummy fd
[2025-03-11 15:02:25.143612] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'stream_truncated_path_telemetry_tail', creating a dummy fd
[2025-03-11 15:02:25.143615] [171550] [debug] hook_ebpf: handling cpu id 1 for 's1_50011_do_dup2_enter', creating a dummy fd
[2025-03-11 15:02:25.143618] [171550] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'sched_process_exec', creating a dummy fd
[2025-03-11 15:02:25.143619] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143622] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143624] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143626] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143627] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143630] [171550] [trace] Adding event of type 50011
[2025-03-11 15:02:25.143642] [171550] [info] Skipping disabled 'kill' event
[2025-03-11 15:02:25.143657] [171550] [debug] Initializing event file_create
[2025-03-11 15:02:25.143668] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:25.143758] [171550] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:25.143767] [171550] [debug] init_ebpf_object: checking version 'core' for 'file_create' eBPF
[2025-03-11 15:02:25.198038] [171550] [debug] hook_ebpf: section name: kprobe/fsnotify, tracefs hook name: s1_20001_fsnotify_enter, ebpf_type: 20001, skip: false, event buffer type: perf
[2025-03-11 15:02:25.200263] [171550] [debug] hook_ebpf: section name: kprobe/security_file_open, tracefs hook name: s1_50007_security_file_open_enter, ebpf_type: 50007, skip: false, event buffer type: perf
[2025-03-11 15:02:25.208341] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_tail, skipping it
[2025-03-11 15:02:25.215761] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_create_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_create_sample_compat_tail, skipping it
[2025-03-11 15:02:25.224121] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_create_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_create_sample_tail, skipping it
[2025-03-11 15:02:25.232062] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_tail, skipping it
[2025-03-11 15:02:25.239876] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_walk_path_and_advance_tail: make_kprobe_traceable_section_name: failed, can't trace do_walk_path_and_advance_tail, skipping it
[2025-03-11 15:02:25.239961] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_create_kern.o, name: file_create_ker, programs (7), maps (9). eBPF programs: [name: fsnotify_prog, section name: kprobe/fsnotify, insns: 81, prog_type: kprobe, fd: 79] [name: security_file_open_prog, section name: kprobe/security_file_open, insns: 313, prog_type: kprobe, fd: 80] [name: stream_truncated_path_telemetry_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: 81] [name: stream_create_sample_compat_tail, section name: kprobe/stream_create_sample_compat_tail, insns: 19, prog_type: kprobe, fd: 82] [name: stream_create_sample_tail, section name: kprobe/stream_create_sample_tail, insns: 257, prog_type: kprobe, fd: 83] [name: do_post_walk_path_goto_custom_step_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 83, prog_type: kprobe, fd: 84] [name: do_walk_path_and_advance_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: 85], eBPF maps: [name: file_create_inodes, fd: 70, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 1] [name: events_map, fd: 71, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_sample_storage, fd: 72, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4160] [name: build_abs_path_args_map, fd: 73, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 74, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 76, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 77, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: tmp_dentry_storage_create, fd: 75, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4100] [name: tmp_dynamic_sample_storage, fd: 78, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8200], eBPF links:
[2025-03-11 15:02:25.239975] [171550] [debug] Run eBPF test for 'file_create_kern.o', 'ebpf_file_create', test params: /opt/sentinelone/ebpfs/test_ebpf file_create --object=/opt/sentinelone/ebpfs/core/file_create_kern.o --missing-caps
[2025-03-11 15:02:25.240950] [171550] [debug] run_ebpf_test: pid 171576
[2025-03-11 15:02:25.240954] [171550] [debug] Excluding PID 171576
[2025-03-11 15:02:26.241317] [171550] [info] eBPF test for 'file_create_kern.o', 'ebpf_file_create' pass successfully
[2025-03-11 15:02:26.241369] [171550] [info] tail_calls pipeline: adding 'index: 3, fd: 81' entry
[2025-03-11 15:02:26.241376] [171550] [info] tail_calls pipeline: adding 'index: 2, fd: 83' entry
[2025-03-11 15:02:26.241378] [171550] [info] tail_calls pipeline: adding 'index: 1, fd: 84' entry
[2025-03-11 15:02:26.241382] [171550] [info] tail_calls pipeline: adding 'index: 0, fd: 85' entry
[2025-03-11 15:02:26.241462] [171550] [debug] Initializing event ebpf_file_create
[2025-03-11 15:02:26.241465] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_file_create' type
[2025-03-11 15:02:26.241469] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_create
[2025-03-11 15:02:26.261406] [171550] [debug] Creating kprobe for 'security_file_open', using dynamic_pmu approach
[2025-03-11 15:02:26.261410] [171550] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_file_create'
[2025-03-11 15:02:26.261425] [171550] [debug] adding sample handler for 50007
[2025-03-11 15:02:26.261435] [171550] [info] open_event_hooks: ebpf_file_create: 1 hooks
[2025-03-11 15:02:26.263077] [171550] [debug] eBPF program fd 80 attached to perf fd 86
[2025-03-11 15:02:26.263084] [171550] [trace] Adding event of type 50007
[2025-03-11 15:02:26.263089] [171550] [trace] Added event fd 86 to main fd 20 (CPU 0)
[2025-03-11 15:02:26.263097] [171550] [info] open_event_hooks: ebpf_file_create: 1 hooks
[2025-03-11 15:02:26.263099] [171550] [debug] hook_ebpf: handling cpu id 1 for 's1_50007_security_file_open_enter', creating a dummy fd
[2025-03-11 15:02:26.263100] [171550] [trace] Adding event of type 50007
[2025-03-11 15:02:26.265252] [171550] [debug] Initializing event file_delete
[2025-03-11 15:02:26.265257] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:26.265359] [171550] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:26.265364] [171550] [debug] init_ebpf_object: checking version 'core' for 'file_rename_delete' eBPF
[2025-03-11 15:02:26.323779] [171550] [debug] hook_ebpf: section name: kprobe/do_renameat2, tracefs hook name: s1_20000_do_renameat2_enter, ebpf_type: 20000, skip: false, event buffer type: perf
[2025-03-11 15:02:26.329938] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/SyS_renameat2: make_kprobe_traceable_section_name: failed, can't trace SyS_renameat2, skipping it
[2025-03-11 15:02:26.336587] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/SyS_renameat: make_kprobe_traceable_section_name: failed, can't trace SyS_renameat, skipping it
[2025-03-11 15:02:26.342924] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/SyS_rename: make_kprobe_traceable_section_name: failed, can't trace SyS_rename, skipping it
[2025-03-11 15:02:26.344532] [171550] [debug] hook_ebpf: section name: kprobe/do_unlinkat, tracefs hook name: s1_20000_do_unlinkat_enter, ebpf_type: 20000, skip: false, event buffer type: perf
[2025-03-11 15:02:26.351104] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/filename_parentat: make_kprobe_traceable_section_name: failed, can't trace filename_parentat, skipping it
[2025-03-11 15:02:26.352797] [171550] [debug] hook_ebpf: section name: kprobe/__filename_parentat, tracefs hook name: s1_20000___filename_parentat_enter, ebpf_type: 20000, skip: false, event buffer type: perf
[2025-03-11 15:02:26.359021] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/user_path_parent: make_kprobe_traceable_section_name: failed, can't trace user_path_parent, skipping it
[2025-03-11 15:02:26.361092] [171550] [debug] hook_ebpf: section name: kprobe/security_inode_rename, tracefs hook name: s1_50009_security_inode_rename_enter, ebpf_type: 50009, skip: false, event buffer type: perf
[2025-03-11 15:02:26.363115] [171550] [debug] hook_ebpf: section name: kprobe/security_inode_unlink, tracefs hook name: s1_50008_security_inode_unlink_enter, ebpf_type: 50008, skip: false, event buffer type: perf
[2025-03-11 15:02:26.370019] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_delete_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_delete_tail, skipping it
[2025-03-11 15:02:26.376934] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_delete_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_delete_sample_compat_tail, skipping it
[2025-03-11 15:02:26.383511] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_delete_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_delete_sample_tail, skipping it
[2025-03-11 15:02:26.390929] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_delete_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_delete_tail, skipping it
[2025-03-11 15:02:26.397869] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_walk_path_and_advance_delete_tail: make_kprobe_traceable_section_name: failed, can't trace do_walk_path_and_advance_delete_tail, skipping it
[2025-03-11 15:02:26.405086] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/build_rename_to_path_tail: make_kprobe_traceable_section_name: failed, can't trace build_rename_to_path_tail, skipping it
[2025-03-11 15:02:26.412558] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_rename_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_rename_tail, skipping it
[2025-03-11 15:02:26.419358] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_rename_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_rename_sample_compat_tail, skipping it
[2025-03-11 15:02:26.426136] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_rename_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_rename_sample_tail, skipping it
[2025-03-11 15:02:26.437022] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_rename_from_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_rename_from_tail, skipping it
[2025-03-11 15:02:26.446716] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_rename_to_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_rename_to_tail, skipping it
