[2025-03-11 15:00:34.381703] [171251] [debug] init_provider started
[2025-03-11 15:00:34.382058] [171251] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:00:34.382077] [171251] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:00:34.382091] [171251] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:00:34.382189] [171251] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:00:34.382226] [171251] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:00:34.382260] [171251] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:00:34.382311] [171251] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:00:34.382344] [171251] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:00:34.382377] [171251] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:00:34.382392] [171251] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:00:34.382412] [171251] [info] btf_num_candidates config value: 3
[2025-03-11 15:00:34.382463] [171251] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:00:34.382878] [171251] [info] cron monitor: initialized
[2025-03-11 15:00:34.382920] [171251] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:00:36.237373] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_fork_exit' type
[2025-03-11 15:00:36.237375] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_fork_exit
[2025-03-11 15:00:36.237390] [171251] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_fork_exit'
[2025-03-11 15:00:36.237404] [171251] [debug] adding sample handler for 50039
[2025-03-11 15:00:36.237412] [171251] [debug] sample handler for 50039 is already exist with 1 handlers
[2025-03-11 15:00:36.237429] [171251] [debug] Trying to allocate ring-buffer sized 16777216
[2025-03-11 15:00:36.241888] [171251] [info] Perf controller for CPU 0 has a ring-buffer sized 16777216
[2025-03-11 15:00:36.241892] [171251] [debug] Setting main fd (base handler) to 20 (CPU 0)
[2025-03-11 15:00:36.241895] [171251] [info] Set eBPF streaming fd 20 to CPU 0 controller's main fd
[2025-03-11 15:00:36.241907] [171251] [info] open_event_hooks: ebpf_fork_exit: 2 hooks
[2025-03-11 15:00:36.242024] [171251] [debug] eBPF program fd 31 attached to bpf raw tracepoint. dummy perf fd: 33
[2025-03-11 15:00:36.242070] [171251] [debug] eBPF program fd 30 attached to bpf raw tracepoint. dummy perf fd: 35
[2025-03-11 15:00:36.242073] [171251] [trace] Adding event of type 50039
[2025-03-11 15:00:36.242078] [171251] [trace] Added event fd 33 to main fd 20 (CPU 0)
[2025-03-11 15:00:36.242084] [171251] [trace] Adding event of type 50039
[2025-03-11 15:00:36.242086] [171251] [trace] Added event fd 35 to main fd 20 (CPU 0)
[2025-03-11 15:00:36.242097] [171251] [debug] Trying to allocate ring-buffer sized 16777216
[2025-03-11 15:00:36.245918] [171251] [info] Perf controller for CPU 1 has a ring-buffer sized 16777216
[2025-03-11 15:00:36.245921] [171251] [debug] Setting main fd (base handler) to 21 (CPU 1)
[2025-03-11 15:00:36.245924] [171251] [info] Set eBPF streaming fd 21 to CPU 1 controller's main fd
[2025-03-11 15:00:36.245927] [171251] [info] open_event_hooks: ebpf_fork_exit: 2 hooks
[2025-03-11 15:00:36.245932] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'sched_process_exit', creating a dummy fd
[2025-03-11 15:00:36.245937] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'sched_process_fork', creating a dummy fd
[2025-03-11 15:00:36.245939] [171251] [trace] Adding event of type 50039
[2025-03-11 15:00:36.245954] [171251] [trace] Adding event of type 50039
[2025-03-11 15:00:36.245967] [171251] [debug] Enabling perf file 33 for event ebpf_fork_exit
[2025-03-11 15:00:36.245982] [171251] [debug] Enabling perf file 35 for event ebpf_fork_exit
[2025-03-11 15:00:36.245989] [171251] [debug] Enabling perf file -1 for event ebpf_fork_exit
[2025-03-11 15:00:36.245992] [171251] [debug] Enabling perf file -1 for event ebpf_fork_exit
[2025-03-11 15:00:36.245998] [171251] [debug] Initializing event kernel_module_load
[2025-03-11 15:00:36.246004] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:36.246087] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:00:36.246092] [171251] [debug] init_ebpf_object: checking version 'core' for 'kernel_module_load' eBPF
[2025-03-11 15:00:36.246714] [171251] [debug] hook_ebpf: section name: tracepoint/module/module_load, tracefs hook name: module_load, ebpf_type: 50043, skip: false, event buffer type: perf
[2025-03-11 15:00:36.246744] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/kernel_module_load_kern.o, name: kernel_module_l, programs (1), maps (3). eBPF programs: [name: module_load_tp_prog, section name: tracepoint/module/module_load, insns: 50, prog_type: tracepoint, fd: 38], eBPF maps: [name: events_map, fd: 37, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 39, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 40, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:00:36.246748] [171251] [info] Skipping eBPF test for 'kernel_module_load_kern.o', 'ebpf_kernel_module_load'
[2025-03-11 15:00:36.246754] [171251] [debug] Initializing event ebpf_kernel_module_load
[2025-03-11 15:00:36.246765] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_kernel_module_load' type
[2025-03-11 15:00:36.246778] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_kernel_module_load
[2025-03-11 15:00:36.246786] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_kernel_module_load'
[2025-03-11 15:00:36.246792] [171251] [debug] adding sample handler for 50043
[2025-03-11 15:00:36.246796] [171251] [info] open_event_hooks: ebpf_kernel_module_load: 1 hooks
[2025-03-11 15:00:36.246812] [171251] [trace] raw id string: 366
[2025-03-11 15:00:36.247000] [171251] [debug] eBPF program fd 38 attached to perf fd 41
[2025-03-11 15:00:36.247004] [171251] [trace] Adding event of type 50043
[2025-03-11 15:00:36.247007] [171251] [trace] Added event fd 41 to main fd 20 (CPU 0)
[2025-03-11 15:00:36.247011] [171251] [info] open_event_hooks: ebpf_kernel_module_load: 1 hooks
[2025-03-11 15:00:36.247015] [171251] [debug] hook_ebpf: handling cpu id 1 for 'module_load', creating a dummy fd
[2025-03-11 15:00:36.247016] [171251] [trace] Adding event of type 50043
[2025-03-11 15:00:36.247025] [171251] [info] Skipping disabled 'mmap' event
[2025-03-11 15:00:36.247026] [171251] [info] Skipping disabled 'mprotect' event
[2025-03-11 15:00:36.247039] [171251] [debug] Setting ebpf mount exclusions to all_types
[2025-03-11 15:00:36.247055] [171251] [debug] Initializing event process_exec
[2025-03-11 15:00:36.247061] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:36.247107] [171251] [debug] available_versions: core
[2025-03-11 15:00:36.247110] [171251] [debug] init_ebpf_object: checking version 'core' for 'execv' eBPF
[2025-03-11 15:00:36.309434] [171251] [debug] Autoload disable, skipping eBPF program free_bprm_prog (kprobe/free_bprm)
[2025-03-11 15:00:36.309437] [171251] [debug] Autoload disable, skipping eBPF program sched_process_exec_tracepoint_prog (tracepoint/sched/sched_process_exec)
[2025-03-11 15:00:36.309517] [171251] [debug] hook_ebpf: section name: raw_tracepoint/sched_process_exec, tracefs hook name: sched_process_exec, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:00:36.313473] [171251] [debug] hook_ebpf: section name: kprobe/do_dup2, tracefs hook name: s1_50011_do_dup2_enter, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:00:36.313479] [171251] [debug] Autoload disable, skipping eBPF program stream_truncated_path_telemetry_kp_tail (kprobe/stream_truncated_path_telemetry_tail)
[2025-03-11 15:00:36.313489] [171251] [debug] hook_ebpf: section name: raw_tracepoint/stream_truncated_path_telemetry_tail, tracefs hook name: stream_truncated_path_telemetry_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:00:36.313492] [171251] [debug] Autoload disable, skipping eBPF program stream_execv_sample_kp_compat_tail (kprobe/stream_execv_sample_compat_tail)
[2025-03-11 15:00:36.313506] [171251] [debug] Autoload disable, skipping eBPF program stream_execv_sample_kp_tail (kprobe/stream_execv_sample_tail)
[2025-03-11 15:00:36.313509] [171251] [debug] Autoload disable, skipping eBPF program stream_execv_sample_raw_tp_compat_tail (raw_tracepoint/stream_execv_sample_compat_tail)
[2025-03-11 15:00:36.313513] [171251] [debug] hook_ebpf: section name: raw_tracepoint/stream_execv_sample_tail, tracefs hook name: stream_execv_sample_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:00:36.313515] [171251] [debug] Autoload disable, skipping eBPF program do_post_walk_path_goto_custom_step_kp_tail (kprobe/do_post_walk_path_goto_custom_step_tail)
[2025-03-11 15:00:36.313520] [171251] [debug] hook_ebpf: section name: raw_tracepoint/do_post_walk_path_goto_custom_step_tail, tracefs hook name: do_post_walk_path_goto_custom_step_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:00:36.313529] [171251] [debug] Autoload disable, skipping eBPF program do_walk_path_and_advance_kp_tail (kprobe/do_walk_path_and_advance_tail)
[2025-03-11 15:00:36.313533] [171251] [debug] hook_ebpf: section name: raw_tracepoint/do_walk_path_and_advance_tail, tracefs hook name: do_walk_path_and_advance_tail, ebpf_type: 50011, skip: false, event buffer type: perf
[2025-03-11 15:00:36.313588] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/execv_kern.o, name: execv_kern, programs (14), maps (13). eBPF programs: [name: free_bprm_prog, section name: kprobe/free_bprm, insns: 817, prog_type: kprobe, fd: not loaded] [name: sched_process_exec_tracepoint_prog, section name: tracepoint/sched/sched_process_exec, insns: 31, prog_type: tracepoint, fd: not loaded] [name: sched_process_exec_prog, section name: raw_tracepoint/sched_process_exec, insns: 789, prog_type: raw_tracepoint, fd: 56] [name: do_dup2_prog, section name: kprobe/do_dup2, insns: 106, prog_type: kprobe, fd: 57] [name: stream_truncated_path_telemetry_kp_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: not loaded] [name: stream_truncated_path_telemetry_raw_tp_tail, section name: raw_tracepoint/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: raw_tracepoint, fd: 58] [name: stream_execv_sample_kp_compat_tail, section name: kprobe/stream_execv_sample_compat_tail, insns: 97, prog_type: kprobe, fd: not loaded] [name: stream_execv_sample_kp_tail, section name: kprobe/stream_execv_sample_tail, insns: 716, prog_type: kprobe, fd: not loaded] [name: stream_execv_sample_raw_tp_compat_tail, section name: raw_tracepoint/stream_execv_sample_compat_tail, insns: 97, prog_type: raw_tracepoint, fd: not loaded] [name: stream_execv_sample_raw_tp_tail, section name: raw_tracepoint/stream_execv_sample_tail, insns: 716, prog_type: raw_tracepoint, fd: 59] [name: do_post_walk_path_goto_custom_step_kp_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 87, prog_type: kprobe, fd: not loaded] [name: do_post_walk_path_goto_custom_step_raw_tp_tail, section name: raw_tracepoint/do_post_walk_path_goto_custom_step_tail, insns: 87, prog_type: raw_tracepoint, fd: 60] [name: do_walk_path_and_advance_kp_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: not loaded] [name: do_walk_path_and_advance_raw_tp_tail, section name: raw_tracepoint/do_walk_path_and_advance_tail, insns: 1639, prog_type: raw_tracepoint, fd: 61], eBPF maps: [name: tgid_execv_triggered, fd: 43, type: lru_hash, max_entries: 100, key_size: 4, value_size: 1] [name: build_abs_path_args_map, fd: 44, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 45, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: config_map, fd: 46, type: array, max_entries: 10, key_size: 4, value_size: 4] [name: s1_pex, fd: 48, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 49, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: events_map, fd: 47, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_sample_storage, fd: 50, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8392] [name: tmp_dynamic_sample_storage, fd: 51, type: per_cpu, max_entries: 1, key_size: 4, value_size: 16392] [name: inode_to_io_info, fd: 52, type: lru_hash, max_entries: 8196, key_size: 8, value_size: 8] [name: reader_to_writer_pid, fd: 53, type: lru_hash, max_entries: 8196, key_size: 4, value_size: 4] [name: writer_to_reader_pid, fd: 54, type: lru_hash, max_entries: 8196, key_size: 4, value_size: 4] [name: tmp_arg_env_storage, fd: 55, type: per_cpu, max_entries: 1, key_size: 4, value_size: 48], eBPF links:
[2025-03-11 15:00:36.313601] [171251] [debug] Run eBPF test for 'execv_kern.o', 'ebpf_execv', test params: /opt/sentinelone/ebpfs/test_ebpf process_exec --object=/opt/sentinelone/ebpfs/core/execv_kern.o --missing-caps
[2025-03-11 15:00:36.320168] [171251] [debug] run_ebpf_test: pid 171273
[2025-03-11 15:00:36.320180] [171251] [debug] Excluding PID 171273
[2025-03-11 15:00:37.320460] [171251] [info] eBPF test for 'execv_kern.o', 'ebpf_execv' pass successfully
[2025-03-11 15:00:37.320519] [171251] [info] tail_calls pipeline: adding 'index: 3, fd: 58' entry
[2025-03-11 15:00:37.320522] [171251] [info] tail_calls pipeline: adding 'index: 2, fd: 59' entry
[2025-03-11 15:00:37.320525] [171251] [info] tail_calls pipeline: adding 'index: 1, fd: 60' entry
[2025-03-11 15:00:37.320531] [171251] [info] tail_calls pipeline: adding 'index: 0, fd: 61' entry
[2025-03-11 15:00:37.320611] [171251] [debug] Initializing event ebpf_execv
[2025-03-11 15:00:37.320615] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_execv' type
[2025-03-11 15:00:37.320618] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_execv
[2025-03-11 15:00:37.336386] [171251] [debug] Creating kprobe for 'do_dup2', using dynamic_pmu approach
[2025-03-11 15:00:37.336403] [171251] [info] perf_ebpf_object: initialized 6 hooks for type 'ebpf_execv'
[2025-03-11 15:00:37.336426] [171251] [debug] adding sample handler for 50011
[2025-03-11 15:00:37.336434] [171251] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:00:37.336439] [171251] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:00:37.336441] [171251] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:00:37.336443] [171251] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:00:37.336446] [171251] [debug] sample handler for 50011 is already exist with 1 handlers
[2025-03-11 15:00:37.336453] [171251] [info] open_event_hooks: ebpf_execv: 6 hooks
[2025-03-11 15:00:37.336496] [171251] [debug] Could not attach raw tracepoint program do_walk_path_and_advance_tail at fd 61: No such file or directory
[2025-03-11 15:00:37.336525] [171251] [debug] eBPF program fd 61 attached to bpf raw tracepoint. dummy perf fd: 62
[2025-03-11 15:00:37.336537] [171251] [debug] Could not attach raw tracepoint program do_post_walk_path_goto_custom_step_tail at fd 60: No such file or directory
[2025-03-11 15:00:37.336640] [171251] [debug] eBPF program fd 60 attached to bpf raw tracepoint. dummy perf fd: 63
[2025-03-11 15:00:37.336654] [171251] [debug] Could not attach raw tracepoint program stream_execv_sample_tail at fd 59: No such file or directory
[2025-03-11 15:00:37.336662] [171251] [debug] eBPF program fd 59 attached to bpf raw tracepoint. dummy perf fd: 64
[2025-03-11 15:00:37.336675] [171251] [debug] Could not attach raw tracepoint program stream_truncated_path_telemetry_tail at fd 58: No such file or directory
[2025-03-11 15:00:37.336681] [171251] [debug] eBPF program fd 58 attached to bpf raw tracepoint. dummy perf fd: 65
[2025-03-11 15:00:37.338444] [171251] [debug] eBPF program fd 57 attached to perf fd 66
[2025-03-11 15:00:37.338672] [171251] [debug] eBPF program fd 56 attached to bpf raw tracepoint. dummy perf fd: 68
[2025-03-11 15:00:37.338676] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338681] [171251] [trace] Added event fd 62 to main fd 20 (CPU 0)
[2025-03-11 15:00:37.338686] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338689] [171251] [trace] Added event fd 63 to main fd 20 (CPU 0)
[2025-03-11 15:00:37.338694] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338696] [171251] [trace] Added event fd 64 to main fd 20 (CPU 0)
[2025-03-11 15:00:37.338699] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338702] [171251] [trace] Added event fd 65 to main fd 20 (CPU 0)
[2025-03-11 15:00:37.338707] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338710] [171251] [trace] Added event fd 66 to main fd 20 (CPU 0)
[2025-03-11 15:00:37.338714] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338719] [171251] [trace] Added event fd 68 to main fd 20 (CPU 0)
[2025-03-11 15:00:37.338724] [171251] [info] open_event_hooks: ebpf_execv: 6 hooks
[2025-03-11 15:00:37.338726] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'do_walk_path_and_advance_tail', creating a dummy fd
[2025-03-11 15:00:37.338730] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'do_post_walk_path_goto_custom_step_tail', creating a dummy fd
[2025-03-11 15:00:37.338734] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'stream_execv_sample_tail', creating a dummy fd
[2025-03-11 15:00:37.338736] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'stream_truncated_path_telemetry_tail', creating a dummy fd
[2025-03-11 15:00:37.338738] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50011_do_dup2_enter', creating a dummy fd
[2025-03-11 15:00:37.338740] [171251] [debug] hook_ebpf_raw_tracepoint: handling cpu id 1 for 'sched_process_exec', creating a dummy fd
[2025-03-11 15:00:37.338741] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338744] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338747] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338748] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338749] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338750] [171251] [trace] Adding event of type 50011
[2025-03-11 15:00:37.338761] [171251] [info] Skipping disabled 'kill' event
[2025-03-11 15:00:37.338776] [171251] [debug] Initializing event file_create
[2025-03-11 15:00:37.338785] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:37.338863] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:00:37.338868] [171251] [debug] init_ebpf_object: checking version 'core' for 'file_create' eBPF
[2025-03-11 15:00:37.410932] [171251] [debug] hook_ebpf: section name: kprobe/fsnotify, tracefs hook name: s1_20001_fsnotify_enter, ebpf_type: 20001, skip: false, event buffer type: perf
[2025-03-11 15:00:37.413194] [171251] [debug] hook_ebpf: section name: kprobe/security_file_open, tracefs hook name: s1_50007_security_file_open_enter, ebpf_type: 50007, skip: false, event buffer type: perf
[2025-03-11 15:00:37.429361] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_tail, skipping it
[2025-03-11 15:00:37.440132] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_create_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_create_sample_compat_tail, skipping it
[2025-03-11 15:00:37.456655] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_create_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_create_sample_tail, skipping it
[2025-03-11 15:00:37.472138] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_tail, skipping it
[2025-03-11 15:00:37.488059] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_walk_path_and_advance_tail: make_kprobe_traceable_section_name: failed, can't trace do_walk_path_and_advance_tail, skipping it
[2025-03-11 15:00:37.488358] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_create_kern.o, name: file_create_ker, programs (7), maps (9). eBPF programs: [name: fsnotify_prog, section name: kprobe/fsnotify, insns: 81, prog_type: kprobe, fd: 79] [name: security_file_open_prog, section name: kprobe/security_file_open, insns: 313, prog_type: kprobe, fd: 80] [name: stream_truncated_path_telemetry_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: 81] [name: stream_create_sample_compat_tail, section name: kprobe/stream_create_sample_compat_tail, insns: 19, prog_type: kprobe, fd: 82] [name: stream_create_sample_tail, section name: kprobe/stream_create_sample_tail, insns: 257, prog_type: kprobe, fd: 83] [name: do_post_walk_path_goto_custom_step_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 83, prog_type: kprobe, fd: 84] [name: do_walk_path_and_advance_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: 85], eBPF maps: [name: file_create_inodes, fd: 70, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 1] [name: events_map, fd: 71, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_sample_storage, fd: 72, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4160] [name: build_abs_path_args_map, fd: 73, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 74, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 76, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 77, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: tmp_dentry_storage_create, fd: 75, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4100] [name: tmp_dynamic_sample_storage, fd: 78, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8200], eBPF links:
[2025-03-11 15:00:37.488378] [171251] [debug] Run eBPF test for 'file_create_kern.o', 'ebpf_file_create', test params: /opt/sentinelone/ebpfs/test_ebpf file_create --object=/opt/sentinelone/ebpfs/core/file_create_kern.o --missing-caps
[2025-03-11 15:00:37.491778] [171251] [debug] run_ebpf_test: pid 171277
[2025-03-11 15:00:37.491811] [171251] [debug] Excluding PID 171277
[2025-03-11 15:00:38.492114] [171251] [info] eBPF test for 'file_create_kern.o', 'ebpf_file_create' pass successfully
[2025-03-11 15:00:38.492154] [171251] [info] tail_calls pipeline: adding 'index: 3, fd: 81' entry
[2025-03-11 15:00:38.492168] [171251] [info] tail_calls pipeline: adding 'index: 2, fd: 83' entry
[2025-03-11 15:00:38.492171] [171251] [info] tail_calls pipeline: adding 'index: 1, fd: 84' entry
[2025-03-11 15:00:38.492174] [171251] [info] tail_calls pipeline: adding 'index: 0, fd: 85' entry
[2025-03-11 15:00:38.492251] [171251] [debug] Initializing event ebpf_file_create
[2025-03-11 15:00:38.492253] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_file_create' type
[2025-03-11 15:00:38.492258] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_create
[2025-03-11 15:00:38.510404] [171251] [debug] Creating kprobe for 'security_file_open', using dynamic_pmu approach
[2025-03-11 15:00:38.510410] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_file_create'
[2025-03-11 15:00:38.510427] [171251] [debug] adding sample handler for 50007
[2025-03-11 15:00:38.510436] [171251] [info] open_event_hooks: ebpf_file_create: 1 hooks
[2025-03-11 15:00:38.512153] [171251] [debug] eBPF program fd 80 attached to perf fd 86
[2025-03-11 15:00:38.512161] [171251] [trace] Adding event of type 50007
[2025-03-11 15:00:38.512166] [171251] [trace] Added event fd 86 to main fd 20 (CPU 0)
[2025-03-11 15:00:38.512176] [171251] [info] open_event_hooks: ebpf_file_create: 1 hooks
[2025-03-11 15:00:38.512180] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50007_security_file_open_enter', creating a dummy fd
[2025-03-11 15:00:38.512182] [171251] [trace] Adding event of type 50007
[2025-03-11 15:00:38.514355] [171251] [debug] Initializing event file_delete
[2025-03-11 15:00:38.514361] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:38.514514] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:00:38.514572] [171251] [debug] init_ebpf_object: checking version 'core' for 'file_rename_delete' eBPF
[2025-03-11 15:00:38.577144] [171251] [debug] hook_ebpf: section name: kprobe/do_renameat2, tracefs hook name: s1_20000_do_renameat2_enter, ebpf_type: 20000, skip: false, event buffer type: perf
[2025-03-11 15:00:38.591644] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/SyS_renameat2: make_kprobe_traceable_section_name: failed, can't trace SyS_renameat2, skipping it
[2025-03-11 15:00:38.604984] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/SyS_renameat: make_kprobe_traceable_section_name: failed, can't trace SyS_renameat, skipping it
[2025-03-11 15:00:38.616928] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/SyS_rename: make_kprobe_traceable_section_name: failed, can't trace SyS_rename, skipping it
[2025-03-11 15:00:38.618729] [171251] [debug] hook_ebpf: section name: kprobe/do_unlinkat, tracefs hook name: s1_20000_do_unlinkat_enter, ebpf_type: 20000, skip: false, event buffer type: perf
[2025-03-11 15:00:38.627330] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/filename_parentat: make_kprobe_traceable_section_name: failed, can't trace filename_parentat, skipping it
[2025-03-11 15:00:38.629588] [171251] [debug] hook_ebpf: section name: kprobe/__filename_parentat, tracefs hook name: s1_20000___filename_parentat_enter, ebpf_type: 20000, skip: false, event buffer type: perf
[2025-03-11 15:00:38.643281] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/user_path_parent: make_kprobe_traceable_section_name: failed, can't trace user_path_parent, skipping it
[2025-03-11 15:00:38.645988] [171251] [debug] hook_ebpf: section name: kprobe/security_inode_rename, tracefs hook name: s1_50009_security_inode_rename_enter, ebpf_type: 50009, skip: false, event buffer type: perf
[2025-03-11 15:00:38.649659] [171251] [debug] hook_ebpf: section name: kprobe/security_inode_unlink, tracefs hook name: s1_50008_security_inode_unlink_enter, ebpf_type: 50008, skip: false, event buffer type: perf
[2025-03-11 15:00:38.659276] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_delete_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_delete_tail, skipping it
[2025-03-11 15:00:38.668435] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_delete_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_delete_sample_compat_tail, skipping it
[2025-03-11 15:00:38.679995] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_delete_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_delete_sample_tail, skipping it
